Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij,k_i,k_j,Sim_ij
Anne,USA,1,"('Anne', 'USA')",5,6439,3.106072371486256e-05,13,499,6.919645350424221e-05
Patrick,USA,1,"('Patrick', 'USA')",4,6439,3.8825904643578196e-05,5,499,0.00012474568059490256
Belen,USA,1,"('Belen', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
H. Onur,USA,1,"('H. Onur', 'USA')",2,6439,7.765180928715639e-05,2,499,0.0002789398217096785
Fidel,USA,8,"('Fidel', 'USA')",1,6439,0.009939431588756018,21,499,0.0009739145503406387
Sri Lanka,USA,8,"('Sri Lanka', 'USA')",1,6439,0.009939431588756018,5,499,0.001995930889518441
Min,USA,2,"('Min', 'USA')",5,6439,0.00012424289485945023,5,499,0.00022315185736774282
Montgomery,USA,1,"('Montgomery', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Sang-Eun,USA,2,"('Sang-Eun', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Hyejeong,USA,2,"('Hyejeong', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Jingqiu,USA,15,"('Jingqiu', 'USA')",4,6439,0.008735828544805094,23,499,0.0008724446022146778
Seong-Hyun,USA,1,"('Seong-Hyun', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Romania,USA,19,"('Romania', 'USA')",8,6439,0.007008075788165864,13,499,0.0010393873956268892
Pamela,USA,3,"('Pamela', 'USA')",2,6439,0.0006988662835844075,2,499,0.0008368194651290356
Eric,USA,4,"('Eric', 'USA')",3,6439,0.0008282859657296682,3,499,0.0007438395245591428
Gergely,USA,1,"('Gergely', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jiyun,USA,1,"('Jiyun', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Czech Republic,USA,6,"('Czech Republic', 'USA')",8,6439,0.0006988662835844075,7,499,0.0004472988190137535
Sona,USA,1,"('Sona', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Bradley,USA,3,"('Bradley', 'USA')",2,6439,0.0006988662835844075,3,499,0.0006832602321316261
Martin,USA,1,"('Martin', 'USA')",4,6439,3.8825904643578196e-05,2,499,0.00019724023947388024
Giovanni,USA,1,"('Giovanni', 'USA')",2,6439,7.765180928715639e-05,5,499,0.00017641703334477342
Stefano,USA,1,"('Stefano', 'USA')",3,6439,5.1767872858104264e-05,1,499,0.00032209196230357823
Angelica,USA,1,"('Angelica', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Jeffrey,USA,2,"('Jeffrey', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Qinxuan,USA,1,"('Qinxuan', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Claudio,USA,1,"('Claudio', 'USA')",2,6439,7.765180928715639e-05,5,499,0.00017641703334477342
Carolin,USA,1,"('Carolin', 'USA')",2,6439,7.765180928715639e-05,3,499,0.00022775341071054202
Jodie,USA,1,"('Jodie', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Tobias,USA,1,"('Tobias', 'USA')",7,6439,2.2186231224901826e-05,2,499,0.00014909960633791784
Thomas Li-Ping,USA,2,"('Thomas Li-Ping', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Emma,USA,4,"('Emma', 'USA')",2,6439,0.0012424289485945023,6,499,0.0006441839246071565
Jinhua,USA,3,"('Jinhua', 'USA')",2,6439,0.0006988662835844075,2,499,0.0008368194651290356
Soonkyoo,USA,1,"('Soonkyoo', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Keke,USA,5,"('Keke', 'USA')",2,6439,0.0019412952321789098,1,499,0.0019724023947388022
Audur Arna,USA,1,"('Audur Arna', 'USA')",1,6439,0.00015530361857431278,4,499,0.0002789398217096785
Roberta,USA,1,"('Roberta', 'USA')",3,6439,5.1767872858104264e-05,3,499,0.0001859598811397857
Rajesh,USA,1,"('Rajesh', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jean-Noel,USA,1,"('Jean-Noel', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Hakkon,USA,1,"('Hakkon', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Emilia,USA,1,"('Emilia', 'USA')",2,6439,7.765180928715639e-05,4,499,0.00019724023947388024
Kristin,USA,4,"('Kristin', 'USA')",2,6439,0.0012424289485945023,1,499,0.0015779219157910419
Chad,USA,1,"('Chad', 'USA')",1,6439,0.00015530361857431278,4,499,0.0002789398217096785
Margaret,USA,1,"('Margaret', 'USA')",3,6439,5.1767872858104264e-05,1,499,0.00032209196230357823
R. Mitch,USA,2,"('R. Mitch', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Anna Katharina,USA,1,"('Anna Katharina', 'USA')",2,6439,7.765180928715639e-05,3,499,0.00022775341071054202
Maretno,USA,2,"('Maretno', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Jane,USA,4,"('Jane', 'USA')",4,6439,0.0006212144742972511,1,499,0.001115759286838714
Kathleen,USA,3,"('Kathleen', 'USA')",4,6439,0.00034943314179220375,1,499,0.0008368194651290356
Rene,USA,1,"('Rene', 'USA')",2,6439,7.765180928715639e-05,2,499,0.0002789398217096785
Ricky,USA,2,"('Ricky', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Mamta,USA,3,"('Mamta', 'USA')",1,6439,0.001397732567168815,2,499,0.0011834414368432813
Mateja Kos,USA,1,"('Mateja Kos', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Adrian,USA,2,"('Adrian', 'USA')",3,6439,0.00020707149143241705,7,499,0.00024347863758515965
Biying,USA,1,"('Biying', 'USA')",1,6439,0.00015530361857431278,4,499,0.0002789398217096785
Jingyu,USA,4,"('Jingyu', 'USA')",2,6439,0.0012424289485945023,3,499,0.0009110136428421681
Marlene,USA,1,"('Marlene', 'USA')",2,6439,7.765180928715639e-05,3,499,0.00022775341071054202
Hye Jung,USA,1,"('Hye Jung', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Godwin,USA,3,"('Godwin', 'USA')",2,6439,0.0006988662835844075,3,499,0.0006832602321316261
Kai Chi,USA,1,"('Kai Chi', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Nader,USA,1,"('Nader', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Bryan,USA,3,"('Bryan', 'USA')",2,6439,0.0006988662835844075,3,499,0.0006832602321316261
Christof,USA,1,"('Christof', 'USA')",2,6439,7.765180928715639e-05,2,499,0.0002789398217096785
Joon Sung,USA,1,"('Joon Sung', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Krzysztof,USA,1,"('Krzysztof', 'USA')",2,6439,7.765180928715639e-05,2,499,0.0002789398217096785
Ken,USA,2,"('Ken', 'USA')",2,6439,0.00031060723714862557,2,499,0.000557879643419357
Tessa,USA,1,"('Tessa', 'USA')",3,6439,5.1767872858104264e-05,2,499,0.00022775341071054202
Brendan,USA,5,"('Brendan', 'USA')",1,6439,0.0038825904643578196,2,499,0.0019724023947388022
Allison,USA,3,"('Allison', 'USA')",1,6439,0.001397732567168815,1,499,0.0016736389302580712
Christos,USA,3,"('Christos', 'USA')",2,6439,0.0006988662835844075,3,499,0.0006832602321316261
Ming,USA,1,"('Ming', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Randy,USA,2,"('Randy', 'USA')",2,6439,0.00031060723714862557,1,499,0.0007889609578955209
Taylor,USA,1,"('Taylor', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Robert Allen,USA,3,"('Robert Allen', 'USA')",1,6439,0.001397732567168815,2,499,0.0011834414368432813
Akanksha,USA,2,"('Akanksha', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Cassandra,USA,1,"('Cassandra', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Elizabeth,USA,1,"('Elizabeth', 'USA')",2,6439,7.765180928715639e-05,1,499,0.00039448047894776047
Omrane,USA,1,"('Omrane', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Polona,USA,1,"('Polona', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Kristina,USA,1,"('Kristina', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jae Hyeung,USA,2,"('Jae Hyeung', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Kristen,USA,5,"('Kristen', 'USA')",2,6439,0.0019412952321789098,1,499,0.0019724023947388022
Pornsit,USA,2,"('Pornsit', 'USA')",2,6439,0.00031060723714862557,2,499,0.000557879643419357
Laura,USA,5,"('Laura', 'USA')",6,6439,0.0006470984107263033,4,499,0.000569383526776355
Alessandra,USA,10,"('Alessandra', 'USA')",2,6439,0.007765180928715639,3,499,0.00227753410710542
Ali Osman,USA,2,"('Ali Osman', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Scott,USA,4,"('Scott', 'USA')",2,6439,0.0012424289485945023,2,499,0.001115759286838714
Feng,USA,1,"('Feng', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Hao,USA,2,"('Hao', 'USA')",2,6439,0.00031060723714862557,4,499,0.00039448047894776047
Tanusree,USA,1,"('Tanusree', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Keston,USA,3,"('Keston', 'USA')",1,6439,0.001397732567168815,2,499,0.0011834414368432813
Gail Lynn,USA,1,"('Gail Lynn', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Stefania,USA,1,"('Stefania', 'USA')",2,6439,7.765180928715639e-05,1,499,0.00039448047894776047
III,USA,1,"('III', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Kubilay,USA,3,"('Kubilay', 'USA')",1,6439,0.001397732567168815,2,499,0.0011834414368432813
Asghar,USA,4,"('Asghar', 'USA')",2,6439,0.0012424289485945023,2,499,0.001115759286838714
Timothy Paul,USA,2,"('Timothy Paul', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Angelo,USA,1,"('Angelo', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Rob,USA,1,"('Rob', 'USA')",4,6439,3.8825904643578196e-05,2,499,0.00019724023947388024
Lifeng,USA,10,"('Lifeng', 'USA')",2,6439,0.007765180928715639,3,499,0.00227753410710542
Stephan,USA,2,"('Stephan', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Dirk,USA,1,"('Dirk', 'USA')",4,6439,3.8825904643578196e-05,6,499,0.00011387670535527101
Toto,USA,14,"('Toto', 'USA')",2,6439,0.015219754620282652,3,499,0.0031885477499475883
Brigitte,USA,14,"('Brigitte', 'USA')",3,6439,0.010146503080188435,32,499,0.000797136937486897
Abdulgawi Salim,USA,14,"('Abdulgawi Salim', 'USA')",2,6439,0.015219754620282652,33,499,0.0009613833193371001
Malta,USA,14,"('Malta', 'USA')",2,6439,0.015219754620282652,20,499,0.001234919233413414
Luigina,USA,14,"('Luigina', 'USA')",2,6439,0.015219754620282652,22,499,0.0011774492897995356
Jian,USA,15,"('Jian', 'USA')",4,6439,0.008735828544805094,26,499,0.0008205689965475442
Marko,USA,14,"('Marko', 'USA')",2,6439,0.015219754620282652,19,499,0.0012670004000557562
Juelin,USA,1,"('Juelin', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Jiawei Sophia,USA,1,"('Jiawei Sophia', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Niels,USA,2,"('Niels', 'USA')",3,6439,0.00020707149143241705,4,499,0.00032209196230357823
Shenggang,USA,1,"('Shenggang', 'USA')",2,6439,7.765180928715639e-05,3,499,0.00022775341071054202
Jan,USA,1,"('Jan', 'USA')",2,6439,7.765180928715639e-05,5,499,0.00017641703334477342
Teri Elkins,USA,1,"('Teri Elkins', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jimmy,USA,1,"('Jimmy', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Tianni,USA,2,"('Tianni', 'USA')",1,6439,0.0006212144742972511,3,499,0.0006441839246071565
Clinton,USA,1,"('Clinton', 'USA')",2,6439,7.765180928715639e-05,4,499,0.00019724023947388024
Qi-tao,USA,2,"('Qi-tao', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Nitika,USA,1,"('Nitika', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Pritam,USA,1,"('Pritam', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Sophie,USA,1,"('Sophie', 'USA')",4,6439,3.8825904643578196e-05,2,499,0.00019724023947388024
Chun Keung,USA,2,"('Chun Keung', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Saoure,USA,2,"('Saoure', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Gokhan,USA,2,"('Gokhan', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Leon,USA,2,"('Leon', 'USA')",4,6439,0.00015530361857431278,2,499,0.00039448047894776047
So Young,USA,1,"('So Young', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Denton,USA,2,"('Denton', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Manuela,USA,1,"('Manuela', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Svenja,USA,1,"('Svenja', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Madelynn,USA,2,"('Madelynn', 'USA')",2,6439,0.00031060723714862557,1,499,0.0007889609578955209
Gyeonghwan,USA,1,"('Gyeonghwan', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Deqiu,USA,2,"('Deqiu', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Fuxiu,USA,2,"('Fuxiu', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Anthony,USA,3,"('Anthony', 'USA')",3,6439,0.00046591085572293835,5,499,0.0004321317136302604
Cass,USA,1,"('Cass', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Tinghua,USA,2,"('Tinghua', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Kim Bartel,USA,1,"('Kim Bartel', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Benedetto Lorenzo,USA,1,"('Benedetto Lorenzo', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Thomas,USA,2,"('Thomas', 'USA')",9,6439,6.902383047747235e-05,2,499,0.00026298698596517365
Qatar,USA,2,"('Qatar', 'USA')",5,6439,0.00012424289485945023,3,499,0.0002880878090868403
Dov,USA,1,"('Dov', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Kristine Velasquez,USA,1,"('Kristine Velasquez', 'USA')",2,6439,7.765180928715639e-05,2,499,0.0002789398217096785
Niko,USA,1,"('Niko', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Renata,USA,1,"('Renata', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jana,USA,1,"('Jana', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Sun Young,USA,2,"('Sun Young', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Michelle Xue,USA,2,"('Michelle Xue', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Kim,USA,1,"('Kim', 'USA')",2,6439,7.765180928715639e-05,2,499,0.0002789398217096785
Andreas,USA,1,"('Andreas', 'USA')",7,6439,2.2186231224901826e-05,16,499,5.271467135689322e-05
Mirjam,USA,2,"('Mirjam', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Junsheng,USA,1,"('Junsheng', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Joy,USA,3,"('Joy', 'USA')",1,6439,0.001397732567168815,1,499,0.0016736389302580712
Noman,USA,1,"('Noman', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Lixuan,USA,1,"('Lixuan', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Dalia,USA,2,"('Dalia', 'USA')",1,6439,0.0006212144742972511,3,499,0.0006441839246071565
Livia,USA,3,"('Livia', 'USA')",1,6439,0.001397732567168815,1,499,0.0016736389302580712
Heedong,USA,2,"('Heedong', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Jiemiao,USA,1,"('Jiemiao', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Ignacio,USA,1,"('Ignacio', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Sunyu,USA,1,"('Sunyu', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Achim,USA,1,"('Achim', 'USA')",1,6439,0.00015530361857431278,6,499,0.00022775341071054202
Sebastian,USA,3,"('Sebastian', 'USA')",3,6439,0.00046591085572293835,1,499,0.0009662758869107347
Renaud,USA,2,"('Renaud', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Ishrat,USA,1,"('Ishrat', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Ghana,USA,1,"('Ghana', 'USA')",5,6439,3.106072371486256e-05,3,499,0.00014404390454342015
Tanja,USA,1,"('Tanja', 'USA')",2,6439,7.765180928715639e-05,1,499,0.00039448047894776047
Oliver,USA,1,"('Oliver', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Ivy,USA,2,"('Ivy', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Lulamile,USA,1,"('Lulamile', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Gina,USA,1,"('Gina', 'USA')",1,6439,0.00015530361857431278,4,499,0.0002789398217096785
Errol,USA,2,"('Errol', 'USA')",2,6439,0.00031060723714862557,1,499,0.0007889609578955209
Late,USA,1,"('Late', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jihyeon,USA,1,"('Jihyeon', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Travis,USA,1,"('Travis', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Susana,USA,1,"('Susana', 'USA')",2,6439,7.765180928715639e-05,1,499,0.00039448047894776047
Navneet,USA,2,"('Navneet', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Quentin,USA,1,"('Quentin', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Leo,USA,1,"('Leo', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Adi,USA,2,"('Adi', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Charalampos,USA,1,"('Charalampos', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Haozhi,USA,1,"('Haozhi', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
O. Dorian,USA,2,"('O. Dorian', 'USA')",1,6439,0.0006212144742972511,2,499,0.0007889609578955209
Matias,USA,1,"('Matias', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Jianhong,USA,1,"('Jianhong', 'USA')",2,6439,7.765180928715639e-05,3,499,0.00022775341071054202
Kallol,USA,2,"('Kallol', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Heungsik,USA,1,"('Heungsik', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Bangladesh,USA,1,"('Bangladesh', 'USA')",3,6439,5.1767872858104264e-05,6,499,0.00013149349298258682
Jing,USA,1,"('Jing', 'USA')",2,6439,7.765180928715639e-05,3,499,0.00022775341071054202
Shuang,USA,1,"('Shuang', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Gerson Francis,USA,1,"('Gerson Francis', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Maira,USA,1,"('Maira', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Guangyong,USA,1,"('Guangyong', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Pascale,USA,1,"('Pascale', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Tolga,USA,1,"('Tolga', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Abdullah,USA,2,"('Abdullah', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Kareen,USA,1,"('Kareen', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
J. William,USA,1,"('J. William', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Chung-wen,USA,1,"('Chung-wen', 'USA')",1,6439,0.00015530361857431278,4,499,0.0002789398217096785
Hsiu-Huei,USA,1,"('Hsiu-Huei', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Shalini,USA,1,"('Shalini', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Tae Wan,USA,1,"('Tae Wan', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Brooke Fisher,USA,3,"('Brooke Fisher', 'USA')",1,6439,0.001397732567168815,3,499,0.0009662758869107347
Duli,USA,3,"('Duli', 'USA')",1,6439,0.001397732567168815,2,499,0.0011834414368432813
Khairul,USA,3,"('Khairul', 'USA')",1,6439,0.001397732567168815,1,499,0.0016736389302580712
Julan,USA,2,"('Julan', 'USA')",2,6439,0.00031060723714862557,3,499,0.00045550682142108404
Erin,USA,1,"('Erin', 'USA')",1,6439,0.00015530361857431278,3,499,0.00032209196230357823
Danny,USA,2,"('Danny', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Juliana Guedes,USA,1,"('Juliana Guedes', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Liming,USA,1,"('Liming', 'USA')",1,6439,0.00015530361857431278,2,499,0.00039448047894776047
Santiago,USA,1,"('Santiago', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Sally,USA,1,"('Sally', 'USA')",3,6439,5.1767872858104264e-05,2,499,0.00022775341071054202
JoAndrea,USA,2,"('JoAndrea', 'USA')",1,6439,0.0006212144742972511,1,499,0.001115759286838714
Devon,USA,1,"('Devon', 'USA')",1,6439,0.00015530361857431278,1,499,0.000557879643419357
Anne Leonore,USA,2,"('Anne Leonore', 'USA')",1,6439,0.0006212144742972511,9,499,0.0003719197622795714
Chris Reinders,USA,2,"('Chris Reinders', 'USA')",1,6439,0.0006212144742972511,8,499,0.00039448047894776047
Elke Hindina,USA,2,"('Elke Hindina', 'USA')",1,6439,0.0006212144742972511,7,499,0.00042171737085514575
Malouke Esra,USA,2,"('Malouke Esra', 'USA')",1,6439,0.0006212144742972511,4,499,0.000557879643419357
Emmeke Barbara,USA,2,"('Emmeke Barbara', 'USA')",1,6439,0.0006212144742972511,6,499,0.00045550682142108404
Gabriela,USA,2,"('Gabriela', 'USA')",1,6439,0.0006212144742972511,5,499,0.0004989827223796103
Monique,USA,4,"('Monique', 'USA')",2,6439,0.0012424289485945023,3,499,0.0009110136428421681
